github.com/beorn7/perks/quantile,https://github.com/beorn7/perks/blob/v1.0.1/LICENSE,MIT
github.com/blang/semver,https://github.com/blang/semver/blob/v3.5.1/LICENSE,MIT
github.com/cespare/xxhash/v2,https://github.com/cespare/xxhash/blob/v2.1.2/LICENSE.txt,MIT
github.com/davecgh/go-spew/spew,https://github.com/davecgh/go-spew/blob/v1.1.1/LICENSE,ISC
github.com/emicklei/go-restful/v3,https://github.com/emicklei/go-restful/blob/v3.9.0/LICENSE,MIT
github.com/evanphx/json-patch,https://github.com/evanphx/json-patch/blob/v4.12.0/LICENSE,BSD-3-Clause
github.com/evanphx/json-patch/v5,https://github.com/evanphx/json-patch/blob/v5.6.0/v5/LICENSE,BSD-3-Clause
github.com/fsnotify/fsnotify,https://github.com/fsnotify/fsnotify/blob/v1.6.0/LICENSE,BSD-3-Clause
github.com/go-logr/logr,https://github.com/go-logr/logr/blob/v1.4.1/LICENSE,Apache-2.0
github.com/go-openapi/jsonpointer,https://github.com/go-openapi/jsonpointer/blob/v0.19.5/LICENSE,Apache-2.0
github.com/go-openapi/jsonreference,https://github.com/go-openapi/jsonreference/blob/v0.20.0/LICENSE,Apache-2.0
github.com/go-openapi/swag,https://github.com/go-openapi/swag/blob/v0.19.14/LICENSE,Apache-2.0
github.com/gogo/protobuf,https://github.com/gogo/protobuf/blob/v1.3.2/LICENSE,BSD-3-Clause
github.com/golang/groupcache/lru,https://github.com/golang/groupcache/blob/41bb18bfe9da/LICENSE,Apache-2.0
github.com/golang/protobuf,https://github.com/golang/protobuf/blob/v1.5.2/LICENSE,BSD-3-Clause
github.com/golang/snappy,https://github.com/golang/snappy/blob/v0.0.3/LICENSE,BSD-3-Clause
github.com/google/gnostic,https://github.com/google/gnostic/blob/v0.5.7-v3refs/LICENSE,Apache-2.0
github.com/google/go-cmp/cmp,https://github.com/google/go-cmp/blob/v0.5.9/LICENSE,BSD-3-Clause
github.com/google/gofuzz,https://github.com/google/gofuzz/blob/v1.1.0/LICENSE,Apache-2.0
github.com/google/uuid,https://github.com/google/uuid/blob/v1.3.0/LICENSE,BSD-3-Clause
github.com/hashicorp/errwrap,https://github.com/hashicorp/errwrap/blob/v1.0.0/LICENSE,MPL-2.0
github.com/hashicorp/go-multierror,https://github.com/hashicorp/go-multierror/blob/v1.1.1/LICENSE,MPL-2.0
github.com/imdario/mergo,https://github.com/imdario/mergo/blob/v0.3.15/LICENSE,BSD-3-Clause
github.com/josharian/intern,https://github.com/josharian/intern/blob/v1.0.0/license.md,MIT
github.com/json-iterator/go,https://github.com/json-iterator/go/blob/v1.1.12/LICENSE,MIT
github.com/klauspost/compress,https://github.com/klauspost/compress/blob/v1.13.6/LICENSE,Apache-2.0
github.com/klauspost/compress/internal/snapref,https://github.com/klauspost/compress/blob/v1.13.6/internal/snapref/LICENSE,BSD-3-Clause
github.com/klauspost/compress/zstd/internal/xxhash,https://github.com/klauspost/compress/blob/v1.13.6/zstd/internal/xxhash/LICENSE.txt,MIT
github.com/mailru/easyjson,https://github.com/mailru/easyjson/blob/v0.7.6/LICENSE,MIT
github.com/matttproud/golang_protobuf_extensions/pbutil,https://github.com/matttproud/golang_protobuf_extensions/blob/v1.0.2/LICENSE,Apache-2.0
github.com/moby/spdystream,https://github.com/moby/spdystream/blob/v0.2.0/LICENSE,Apache-2.0
github.com/modern-go/concurrent,https://github.com/modern-go/concurrent/blob/bacd9c7ef1dd/LICENSE,Apache-2.0
github.com/modern-go/reflect2,https://github.com/modern-go/reflect2/blob/v1.0.2/LICENSE,Apache-2.0
github.com/mongodb/mongodb-kubernetes-operator/api/v1,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/api/v1,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/cmd/manager,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/cmd/readiness,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/cmd/readiness,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/cmd/readiness/testdata,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/cmd/versionhook,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/controllers,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/controllers,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/controllers/construct,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/controllers/construct,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/controllers/predicates,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/controllers/validation,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/controllers/watch,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/controllers/watch,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/agent,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/agent,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/authentication,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/authentication,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/authentication/authtypes,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/authentication/mocks,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/authentication/scram,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/authentication/scram,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/authentication/scramcredentials,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/authentication/scramcredentials,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/authentication/x509,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/authentication/x509,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/automationconfig,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/automationconfig,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/helm,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/kube/annotations,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/kube/client,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/kube/client,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/kube/configmap,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/kube/configmap,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/kube/container,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/kube/container,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/kube/lifecycle,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/kube/persistentvolumeclaim,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/kube/pod,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/kube/podtemplatespec,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/kube/podtemplatespec,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/kube/probes,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/kube/resourcerequirements,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/kube/resourcerequirements,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/kube/secret,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/kube/secret,Unknown,Unknown
github.com/mongodb/mongodb-kubernetes-operator/pkg/kube/service,Unknown,Unknown
